timestamp,open,high,low,close,adjclose,volume
2011-01-03,0.8495000004768372,0.8791670203208923,0.8420000076293945,0.8518329858779907,0.7860300540924072,11646000
2011-01-04,0.8596670031547546,0.8721669912338257,0.828000009059906,0.8546670079231262,0.7886452078819275,10098000
2011-01-05,0.8424999713897705,0.8694999814033508,0.8341670036315918,0.8629999756813049,0.7963343262672424,4482000
2011-01-06,0.8705000281333923,0.9129999876022339,0.8705000281333923,0.9108330011367798,0.840472400188446,9810000
2011-01-07,0.9166669845581055,0.929332971572876,0.8748329877853394,0.9168329834938049,0.846008837223053,21936000
2011-01-10,0.911666989326477,0.9508330225944519,0.8999999761581421,0.945667028427124,0.8726155757904053,9960000
2011-01-11,0.961667001247406,0.961667001247406,0.9353330135345459,0.9561669826507568,0.8823044896125793,9942000
2011-01-12,0.9748330116271973,1.0099999904632568,0.9571670293807983,1.0098329782485962,0.9318246841430664,9696000
2011-01-13,1.0108330249786377,1.025833010673523,0.9898329973220825,1.0095000267028809,0.9315176010131836,8448000
2011-01-14,1.0240000486373901,1.0920000076293945,1.0199999809265137,1.0920000076293945,1.007644534111023,18042000
2011-01-18,1.0800000429153442,1.0920000076293945,1.0626670122146606,1.0791670083999634,0.9958027005195618,13842000
2011-01-19,1.0525000095367432,1.057332992553711,0.9966670274734497,1.003999948501587,0.9264423847198486,14754000
2011-01-20,0.984499990940094,0.984499990940094,0.9304999709129333,0.9674999713897705,0.892761766910553,18720000
2011-01-21,1.0,1.002500057220459,0.9474999904632568,0.9508330225944519,0.8773824572563171,12576000
2011-01-24,0.9613329768180847,1.0216670036315918,0.9599999785423279,1.0195000171661377,0.9407449960708618,12990000
2011-01-25,1.0063329935073853,1.0178329944610596,0.9743329882621765,0.9981669783592224,0.9210599064826965,13026000
2011-01-26,1.0183329582214355,1.031499981880188,0.9898329973220825,1.025833010673523,0.946588933467865,16392000
2011-01-27,1.0464999675750732,1.088333010673523,1.0464999675750732,1.0824999809265137,0.9988782405853271,19854000
2011-01-28,1.1039999723434448,1.1039999723434448,0.9701669812202454,0.9948329925537109,0.9179834723472595,36168000
2011-01-31,1.0033329725265503,1.0204999446868896,0.9666669964790344,1.0061670541763306,0.9284420013427734,12234000
