timestamp,open,high,low,close,adjclose,volume
2011-01-03,18.602500915527344,19.354999542236328,18.459999084472656,19.052499771118164,18.05418586730957,32412800
2011-01-04,19.239999771118164,19.282499313354492,17.625,18.2549991607666,17.298471450805664,53806400
2011-01-05,18.204999923706055,18.86750030517578,18.0,18.857500076293945,17.869409561157227,28669600
2011-01-06,18.899999618530273,18.989999771118164,18.372499465942383,18.594999313354492,17.620655059814453,32650000
2011-01-07,18.782499313354492,18.920000076293945,17.522499084472656,18.3125,17.35295867919922,38557600
2011-01-10,18.077499389648438,18.8125,17.645000457763672,18.592500686645508,17.618288040161133,49142000
2011-01-11,18.8700008392334,19.077499389648438,18.524999618530273,18.834999084472656,17.848079681396484,36734400
2011-01-12,19.272499084472656,19.399999618530273,18.975000381469727,19.270000457763672,18.260286331176758,25570000
2011-01-13,19.315000534057617,19.530000686645508,19.014999389648438,19.235000610351562,18.227121353149414,25878000
2011-01-14,19.225000381469727,19.8075008392334,19.104999542236328,19.649999618530273,18.62037467956543,26220000
2011-01-18,19.532499313354492,19.770000457763672,19.232500076293945,19.752500534057617,18.717504501342773,26787200
2011-01-19,19.737499237060547,19.825000762939453,18.125,18.2549991607666,17.298471450805664,49334000
2011-01-20,17.967500686645508,18.25,17.415000915527344,17.674999237060547,16.748863220214844,50346000
2011-01-21,18.0049991607666,18.020000457763672,17.264999389648438,17.329999923706055,16.421937942504883,33040000
2011-01-24,17.3174991607666,17.887500762939453,17.25,17.684999465942383,16.758338928222656,31174400
2011-01-25,17.375,17.774999618530273,17.142499923706055,17.762500762939453,16.831783294677734,28257200
2011-01-26,17.857500076293945,18.78499984741211,17.677499771118164,18.602500915527344,17.627765655517578,35289600
2011-01-27,18.602500915527344,18.975000381469727,18.329999923706055,18.772499084472656,17.788854598999023,27923200
2011-01-28,18.739999771118164,18.825000762939453,17.334999084472656,17.40250015258789,16.49064064025879,50022400
2011-01-31,17.697500228881836,18.125,17.299999237060547,17.739999771118164,16.810455322265625,33616000
2011-02-01,18.177499771118164,19.149999618530273,18.049999237060547,18.940000534057617,17.94757843017578,39155200
2011-02-02,18.8700008392334,19.25,18.7549991607666,18.780000686645508,17.795963287353516,28876800
2011-02-03,18.727500915527344,19.037500381469727,18.104999542236328,18.954999923706055,17.961793899536133,34070800
2011-02-04,18.8799991607666,19.125,18.61750030517578,19.047500610351562,18.0494441986084,26440800
2011-02-07,19.142499923706055,20.032499313354492,19.09749984741211,19.635000228881836,18.606164932250977,28429600
2011-02-08,19.649999618530273,20.0625,19.399999618530273,20.02750015258789,18.978097915649414,25514000
2011-02-09,19.885000228881836,20.100000381469727,19.450000762939453,19.739999771118164,18.70566177368164,35224400
2011-02-10,19.387500762939453,20.06999969482422,19.322500228881836,20.0,18.952037811279297,37126400
2011-02-11,19.797500610351562,20.68000030517578,19.712499618530273,20.662500381469727,19.579824447631836,28299200
2011-02-14,20.69499969482422,21.0575008392334,20.637500762939453,20.969999313354492,19.87120819091797,18663600
2011-02-15,20.80500030517578,20.927499771118164,20.485000610351562,20.625,19.544286727905273,26499200
