,generation,avg_profit,avg_drawdown,num_trades,best
0,1,-1575.8086012681151,30.785082312505622,-24.1,-7727.2009060862065
1,2,-719.2351162829666,12.618245131402272,-49.57,-27217.950555921016
2,3,-910.475520147568,15.694091011619221,-58.0,-27217.950555921016
3,4,-1283.642447756509,25.947855333541426,-89.88,-27217.950555921016
4,5,-1631.7700790571862,35.02964230642858,-133.91,-27217.950555921016
5,6,-2039.8869462409375,43.68235746129413,-169.88,-27217.950555921016
6,7,-2216.984435152933,44.633490174276005,-185.47,-27217.950555921016
7,8,-2357.655890245969,45.67517197797908,-199.35,-27217.950555921016
8,9,-2446.524342815012,45.81311899237017,-207.97,-27217.950555921016
9,10,-2390.8113071264634,44.39580261908906,-207.47,-27217.950555921016
