,generation,avg_profit,avg_drawdown,num_trades,best
0,1,-2667.8140918483077,28.78737745982518,-37.29,-14290.456068820356
1,2,-2015.7342305210643,30.829854842300623,-56.76,-15172.318198398174
2,3,-3251.5285603306297,44.729319762222815,-79.58,-15172.318198398174
3,4,-4167.678981279782,43.57877552396982,-94.43,-18221.66682114762
4,5,-3255.1554435837215,39.8801605143362,-120.57,-26932.19786058551
5,6,-3710.1425957658225,40.55716773823722,-137.51,-26932.19786058551
6,7,-3868.803722947636,39.80701132176722,-146.21,-26932.19786058551
7,8,-3246.209751059255,37.951617621674124,-163.25,-26932.19786058551
8,9,-3488.8425945497847,38.41491798739701,-170.67,-26932.19786058551
9,10,-3960.8389375462452,38.68284006299816,-176.73,-26932.19786058551
