,generation,avg_profit,avg_drawdown,num_trades,best
0,1,-1307.4670643182353,31.571223841330205,-35.89,-6052.9220596053
1,2,-1162.7654290356115,27.184993809100106,-57.17,-9464.28461053741
2,3,-1761.3135942471051,36.14899847232582,-97.16,-13262.670339855671
3,4,-2221.603868227957,47.0420944115106,-127.23,-13262.670339855671
4,5,-2015.5775699467658,41.25186239674783,-144.38,-16568.62801471984
5,6,-2163.888631440512,38.48975494573732,-151.83,-17018.97621964991
6,7,-1934.0406407908408,37.79983732013189,-162.45,-17018.97621964991
7,8,-1979.3538188594948,39.723850613284725,-178.91,-17018.97621964991
8,9,-2167.7587386293967,40.12279714694737,-186.04,-17018.97621964991
9,10,-2177.1150670489037,38.00535933989822,-189.79,-17018.97621964991
