,generation,objectives,decision_variables,best
0,1,"[[-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-8.96128192e+02  5.62614849e+01 -3.69000000e+02]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-2.31348382e+03  5.44808019e+01 -1.49000000e+02]
 [-3.23105863e+02  2.04551687e+01 -2.26000000e+02]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-2.67204012e+01  1.81878452e+01 -2.60000000e+01]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-3.51836816e+02  4.62787676e+01 -2.89000000e+02]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-1.62852537e+04  6.20870668e+01 -2.30000000e+01]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-6.50233688e+02  3.53748071e+01 -2.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-1.61042930e+04  5.80825952e+01 -5.10000000e+01]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-1.01437260e+04  6.99220651e+01 -5.30000000e+01]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-3.64109141e+03  7.86164924e+01 -1.15000000e+02]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-2.35137446e+03  7.96329586e+01 -3.31000000e+02]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-1.01424456e+01  1.80500851e+01 -4.20000000e+01]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-1.51033628e+02  4.18979039e+01 -1.45000000e+02]
 [-5.72306788e+02  3.53749138e+01 -2.00000000e+00]
 [-1.30548494e+04  6.20870668e+01 -2.30000000e+01]
 [-7.54499549e+03  6.31386102e+01 -3.80000000e+01]
 [ 1.72829731e+01  3.02465472e+01 -1.60000000e+01]
 [ 2.40814480e+01  3.89367827e+01 -3.90000000e+01]
 [-1.22759876e+01  5.69642141e+01 -1.70000000e+01]
 [-1.26708178e+04  6.99220704e+01 -1.20000000e+01]
 [-1.25146341e+04  6.99220672e+01 -2.00000000e+00]
 [-1.08761244e+04  6.87255528e+01 -8.00000000e+00]
 [-8.52703826e+03  6.99220651e+01 -1.10000000e+01]
 [-1.12848737e+04  6.84482370e+01 -5.00000000e+00]
 [-6.91680044e+03  6.99220448e+01 -2.70000000e+01]
 [ 3.57445988e+01  3.98256948e+01 -1.40000000e+01]
 [-1.14073752e+04  6.99220685e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-7.42379738e+02  6.99217368e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-9.72486609e+03  6.99220651e+01 -4.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-9.34105741e+03  6.99220707e+01 -2.00000000e+00]
 [-9.46148017e+03  6.99220740e+01 -2.00000000e+00]]","[[-0.40816752 -0.84376447  0.91407393 ...  0.78672812 -0.92022959
   0.47910811]
 [ 0.33071033  0.15512452 -0.4589788  ...  0.77239619  0.88935417
  -0.02866775]
 [-0.92969449  0.1902397  -0.42941911 ... -0.5801123  -0.12900352
   0.98074611]
 ...
 [ 0.71707114 -0.79827605  0.86866466 ...  0.89845857  0.78726291
   0.55606997]
 [-0.88276582 -0.20734908 -0.56884675 ... -0.48287601  0.84643246
   0.04562176]
 [ 0.17325166 -0.41465582  0.64979915 ...  0.24917222  0.20906565
   0.65806205]]",-16285.253716985404
1,2,"[[-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-8.96128192e+02  5.62614849e+01 -3.69000000e+02]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-2.31348382e+03  5.44808019e+01 -1.49000000e+02]
 [-3.23105863e+02  2.04551687e+01 -2.26000000e+02]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-2.67204012e+01  1.81878452e+01 -2.60000000e+01]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-3.51836816e+02  4.62787676e+01 -2.89000000e+02]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-6.50233688e+02  3.53748071e+01 -2.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-1.61042930e+04  5.80825952e+01 -5.10000000e+01]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-1.01424456e+01  1.80500851e+01 -4.20000000e+01]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-7.93028155e+02  3.53748269e+01 -2.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-5.60458311e+03  6.03087091e+01 -4.10000000e+02]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-4.33804856e+03  5.88929454e+01 -2.47000000e+02]
 [ 4.80424744e+00  4.80424744e+00 -2.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-1.38014531e+04  6.07754246e+01 -5.90000000e+01]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-1.14789943e+01  9.25763928e+00 -6.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-9.08584559e+03  5.80827585e+01 -1.09000000e+02]
 [-1.72020838e+04  5.80827581e+01 -4.80000000e+01]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-7.31191736e+01  1.48363585e+01 -1.80000000e+01]
 [-4.57542062e+01  2.03125083e+01 -6.20000000e+01]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-5.60312241e+02  4.30683889e+01 -6.60000000e+01]
 [-3.12256213e+02  7.88554104e+01 -3.89000000e+02]
 [-2.35137446e+03  7.96329586e+01 -3.31000000e+02]]","[[-0.40816752 -0.84376447  0.91407393 ...  0.78672812 -0.92022959
   0.47910811]
 [ 0.33071033  0.15512452 -0.4589788  ...  0.77239619  0.88935417
  -0.02866775]
 [-0.92969449  0.1902397  -0.42941911 ... -0.5801123  -0.12900352
   0.98074611]
 ...
 [ 0.96498406 -0.0308077  -0.50240207 ...  0.8887137   0.36400502
   0.69622868]
 [ 0.32874644 -0.62085834  0.24901027 ... -0.48442545  0.06737374
   0.73566957]
 [ 0.29980957  0.67431654  0.15339703 ... -0.71519733 -0.91286498
  -0.28721773]]",-17202.08381636393
2,3,"[[-8.96128192e+02  5.62614849e+01 -3.69000000e+02]
 [-2.31348382e+03  5.44808019e+01 -1.49000000e+02]
 [-3.23105863e+02  2.04551687e+01 -2.26000000e+02]
 [-2.67204012e+01  1.81878452e+01 -2.60000000e+01]
 [-3.51836816e+02  4.62787676e+01 -2.89000000e+02]
 [-6.50233688e+02  3.53748071e+01 -2.00000000e+00]
 [-1.61042930e+04  5.80825952e+01 -5.10000000e+01]
 [-1.01424456e+01  1.80500851e+01 -4.20000000e+01]
 [-7.93028155e+02  3.53748269e+01 -2.00000000e+00]
 [-5.60458311e+03  6.03087091e+01 -4.10000000e+02]
 [-4.33804856e+03  5.88929454e+01 -2.47000000e+02]
 [-1.38014531e+04  6.07754246e+01 -5.90000000e+01]
 [-1.14789943e+01  9.25763928e+00 -6.00000000e+00]
 [-9.08584559e+03  5.80827585e+01 -1.09000000e+02]
 [-1.72020838e+04  5.80827581e+01 -4.80000000e+01]
 [-7.31191736e+01  1.48363585e+01 -1.80000000e+01]
 [-4.57542062e+01  2.03125083e+01 -6.20000000e+01]
 [-5.60312241e+02  4.30683889e+01 -6.60000000e+01]
 [-2.15622349e+03  7.16156210e+01 -4.69000000e+02]
 [-2.03169578e+04  5.40852006e+01 -4.00000000e+01]
 [-5.78879152e+02  3.53746834e+01 -2.00000000e+00]
 [-1.02406671e+02  1.38260492e+01 -1.40000000e+01]
 [-3.77744146e+01  9.51000451e+00 -1.20000000e+01]
 [-6.72888766e+00  0.00000000e+00 -4.00000000e+00]
 [-5.93413249e+01  1.89518846e+01 -4.00000000e+01]
 [-2.11863258e+03  5.25737982e+01 -2.88000000e+02]
 [-1.39779934e+03  4.61797861e+01 -2.82000000e+02]
 [-2.35137446e+03  7.96329586e+01 -3.31000000e+02]
 [ 5.97639054e+00  1.24050785e+01 -6.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-3.12256213e+02  7.88554104e+01 -3.89000000e+02]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-1.50094176e+04  6.99220712e+01 -2.00000000e+00]
 [-4.42311698e+03  7.02584745e+01 -3.23000000e+02]
 [-2.62354829e+03  6.02460483e+01 -1.07000000e+02]
 [-4.41227234e+03  6.71930542e+01 -1.91000000e+02]
 [-7.50802778e+03  6.99220386e+01 -4.70000000e+01]
 [-4.86768779e+03  6.96252791e+01 -5.00000000e+01]
 [-1.06121343e+02  3.03156953e+01 -2.80000000e+01]
 [-1.10001746e+04  6.67955023e+01 -1.20000000e+01]
 [-2.14058927e+02  5.85045774e+01 -1.84000000e+02]
 [-1.04914984e+04  6.99220651e+01 -1.60000000e+01]
 [-4.52668147e+00  5.34946656e+01 -6.90000000e+01]
 [-1.40844303e+02  4.89362545e+01 -6.40000000e+01]
 [-1.05897093e+02  4.05298327e+01 -6.70000000e+01]
 [-7.20051217e+01  1.56623323e+01 -1.80000000e+01]
 [-3.74028659e+03  5.80827428e+01 -2.50000000e+01]
 [-1.27609785e+04  6.99220651e+01 -4.00000000e+00]
 [-1.27550091e+00  4.80424744e+00 -4.00000000e+00]
 [-1.33452860e+04  6.99220697e+01 -2.00000000e+00]
 [-2.92126019e+02  3.32604245e+01 -2.00000000e+01]
 [-2.65963826e+01  1.50265182e+01 -1.40000000e+01]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]]","[[-0.92969449  0.1902397  -0.42941911 ... -0.5801123  -0.12900352
   0.98074611]
 [-0.50178301 -0.09299429 -0.91018649 ... -0.55788742  0.57416044
   0.0066273 ]
 [-0.1542935   0.49528227  0.53753845 ...  0.66850171 -0.83901126
   0.44424626]
 ...
 [ 0.92610758  0.50012155 -0.40169862 ... -0.08944689 -0.4425616
  -0.46303329]
 [-0.22019572  0.5392684  -0.49691704 ...  0.65598535  0.86980551
   0.78503486]
 [-0.34576257  0.1815453  -0.53326079 ...  0.9493681  -0.2381238
  -0.64587862]]",-20316.957760758105
