,generation,objectives,decision_variables,best
0,1,"[[-4.23776683e+02  3.53745546e+01 -2.00000000e+00]
 [-7.27078956e+02  3.53747598e+01 -2.00000000e+00]
 [-1.55763548e+03  4.11943728e+01 -6.26000000e+02]
 [-1.61727262e+04  5.58389497e+01 -4.50000000e+01]
 [-3.28801466e+03  5.54468298e+01 -2.62000000e+02]
 [-1.88193882e+00  0.00000000e+00 -2.00000000e+00]
 [-3.68053816e+02  9.25646726e+00 -6.50000000e+01]
 [-8.32586575e+03  6.22538157e+01 -5.10000000e+01]
 [-6.49720760e+03  6.93251308e+01 -1.15000000e+02]
 [-1.74132149e+03  4.45701378e+01 -4.00000000e+00]
 [-1.85054891e+04  5.38949101e+01 -2.30000000e+01]
 [-6.43168612e+02  3.75245715e+01 -2.00000000e+00]
 [-1.60264619e+02  5.26836657e+01 -2.59000000e+02]
 [-9.14470402e+02  6.00712106e+01 -4.51000000e+02]
 [-3.41497128e+03  5.98365798e+01 -4.40000000e+01]
 [-9.18905794e+03  6.99220651e+01 -2.50000000e+01]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [ 2.31845990e+00  2.31845990e+00 -2.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-4.63803113e+01  1.17099980e+01 -6.00000000e+00]
 [-1.83017512e+02  3.62547209e+01 -3.00000000e+01]
 [-1.48668322e+01  3.33666706e+01 -6.40000000e+01]
 [-2.44792234e+01  1.03876038e+01 -2.00000000e+00]
 [-5.83474941e+00  1.03872177e+01 -1.60000000e+01]
 [ 1.08539358e+01  2.45362318e+01 -6.40000000e+01]
 [-2.28054847e+01  2.50977050e+01 -2.60000000e+01]
 [-7.32897447e+03  6.22935501e+01 -3.90000000e+01]
 [-1.13261059e+04  6.99220651e+01 -1.80000000e+01]
 [-1.41746904e+04  6.99220729e+01 -2.00000000e+00]
 [-9.69551122e+03  6.84482370e+01 -6.00000000e+00]
 [-1.18198040e+04  5.80827470e+01 -4.00000000e+00]
 [-1.61814829e+02  6.88459861e+01 -7.80000000e+01]
 [-4.84158716e+03  6.84480056e+01 -3.30000000e+01]
 [-1.02999750e+04  7.03829084e+01 -6.00000000e+00]
 [-1.00228025e+04  7.00394948e+01 -1.20000000e+01]
 [-9.63780966e+03  6.99220651e+01 -1.00000000e+01]
 [-1.16012399e+04  6.84482370e+01 -4.00000000e+00]
 [-1.05327559e+03  6.99218542e+01 -1.60000000e+01]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02295091e+04  6.99220714e+01 -4.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-5.79964571e+02  6.99198943e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-1.02310064e+04  6.99220651e+01 -2.00000000e+00]
 [-8.53959616e+03  6.99220734e+01 -3.00000000e+00]
 [-9.26853738e+03  6.99220737e+01 -3.00000000e+00]
 [-9.92928362e+03  6.99220677e+01 -2.00000000e+00]
 [-9.62331947e+03  6.99220698e+01 -2.00000000e+00]
 [-9.41815138e+03  6.99220704e+01 -2.00000000e+00]]","[[-0.28225969  0.46103276 -0.20091365 ... -0.10396073 -0.18766537
   0.16836913]
 [-0.18249187 -0.82724352  0.242476   ... -0.14192099  0.11084815
   0.37452785]
 [-0.721554   -0.96723442  0.32982871 ... -0.47431838 -0.73125683
  -0.02093617]
 ...
 [ 0.57297141 -0.29227619  0.45262974 ...  0.93441446  0.15807767
   0.59076484]
 [ 0.91881593 -0.55815479  0.12478144 ...  0.59850715 -0.15608912
  -0.20059627]
 [ 0.93040372 -0.14227541 -0.08445933 ...  0.86084556  0.84118367
  -0.29884934]]",-18505.48910975981
1,2,"[[-7.27078956e+02  3.53747598e+01 -2.00000000e+00]
 [-1.55763548e+03  4.11943728e+01 -6.26000000e+02]
 [-1.61727262e+04  5.58389497e+01 -4.50000000e+01]
 [-3.28801466e+03  5.54468298e+01 -2.62000000e+02]
 [-1.88193882e+00  0.00000000e+00 -2.00000000e+00]
 [-3.68053816e+02  9.25646726e+00 -6.50000000e+01]
 [-6.49720760e+03  6.93251308e+01 -1.15000000e+02]
 [-1.74132149e+03  4.45701378e+01 -4.00000000e+00]
 [-1.85054891e+04  5.38949101e+01 -2.30000000e+01]
 [-6.17810944e+02  3.53737080e+01 -1.40000000e+01]
 [-1.63361736e+02  2.30126847e+01 -7.20000000e+01]
 [-1.35133630e+04  5.09876656e+01 -9.50000000e+01]
 [-3.97985303e+03  5.68374503e+01 -2.20000000e+02]
 [-2.57341701e+01  5.56049342e+00 -1.20000000e+01]
 [-5.36547779e+02  3.12678934e+01 -1.66000000e+02]
 [-6.43168612e+02  3.75245715e+01 -2.00000000e+00]
 [-6.43168612e+02  3.75245715e+01 -2.00000000e+00]
 [-1.60264619e+02  5.26836657e+01 -2.59000000e+02]
 [-9.14470402e+02  6.00712106e+01 -4.51000000e+02]
 [-1.43348919e+03  7.35340656e+01 -4.36000000e+02]
 [-3.19481521e+01  7.48027648e+01 -5.94000000e+02]
 [-0.00000000e+00  0.00000000e+00 -2.00000000e+00]
 [-4.63803113e+01  1.17099980e+01 -6.00000000e+00]
 [-5.83474941e+00  1.03872177e+01 -1.60000000e+01]
 [-5.83474941e+00  1.03872177e+01 -1.60000000e+01]
 [-4.63803113e+01  1.17099980e+01 -6.00000000e+00]
 [-1.66553413e+04  6.25171789e+01 -4.00000000e+00]
 [-1.47943715e+04  6.20870668e+01 -1.40000000e+01]
 [-5.48440989e+02  3.53746447e+01 -2.00000000e+00]
 [ 1.08539358e+01  2.45362318e+01 -6.40000000e+01]
 [-2.28054847e+01  2.50977050e+01 -2.60000000e+01]
 [-8.32586575e+03  6.22538157e+01 -5.10000000e+01]
 [-1.13261059e+04  6.99220651e+01 -1.80000000e+01]
 [-1.18198040e+04  5.80827470e+01 -4.00000000e+00]
 [-1.11875263e+04  6.29648689e+01 -6.60000000e+01]
 [-6.93470557e+03  5.37639101e+01 -3.40000000e+01]
 [-3.41497128e+03  5.98365798e+01 -4.40000000e+01]
 [-2.87350953e+03  6.99215306e+01 -7.50000000e+01]
 [-2.44792234e+01  1.03876038e+01 -2.00000000e+00]
 [-2.30728396e+01  8.97182166e+00 -1.20000000e+01]
 [-4.23776683e+02  3.53745546e+01 -2.00000000e+00]
 [-1.83017512e+02  3.62547209e+01 -3.00000000e+01]
 [-1.48668322e+01  3.33666706e+01 -6.40000000e+01]
 [-9.29276238e+01  3.44645814e+01 -1.34000000e+02]
 [-1.41963324e+02  3.32602746e+01 -4.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-1.02999750e+04  7.03829084e+01 -6.00000000e+00]
 [ 1.08583378e+01  3.50963623e+01 -9.80000000e+01]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-1.53153847e+04  6.99220325e+01 -4.00000000e+00]
 [-7.96454498e+02  6.61149285e+01 -3.54000000e+02]
 [-6.79451803e+02  6.11459081e+01 -7.00000000e+01]
 [-5.72014226e+03  6.99216355e+01 -4.30000000e+01]
 [-1.76049001e+01  1.54590146e+01 -8.00000000e+00]
 [-1.16012399e+04  6.84482370e+01 -4.00000000e+00]
 [-7.32897447e+03  6.22935501e+01 -3.90000000e+01]
 [ 2.31845990e+00  2.31845990e+00 -2.00000000e+00]
 [-9.18905794e+03  6.99220651e+01 -2.50000000e+01]
 [-1.00228025e+04  7.00394948e+01 -1.20000000e+01]
 [-9.69551122e+03  6.84482370e+01 -6.00000000e+00]
 [-9.63780966e+03  6.99220651e+01 -1.00000000e+01]
 [-9.98217866e+03  6.99220267e+01 -6.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]]","[[-0.18249187 -0.82724352  0.242476   ... -0.14192099  0.11084815
   0.37452785]
 [-0.721554   -0.96723442  0.32982871 ... -0.47431838 -0.73125683
  -0.02093617]
 [ 0.72467393 -0.3384174   0.09504732 ...  0.93403777 -0.29561553
  -0.5128163 ]
 ...
 [ 0.3671529  -0.04211552 -0.44484306 ... -0.34858788 -0.20138174
  -0.20396788]
 [-0.36938471 -0.30416427  0.8125937  ... -0.53722391  0.03665649
   0.20738645]
 [ 0.26808873 -0.1373944  -0.00607643 ... -0.74339648 -0.20984433
   0.61664434]]",-18505.48910975981
2,3,"[[-7.27078956e+02  3.53747598e+01 -2.00000000e+00]
 [-1.55763548e+03  4.11943728e+01 -6.26000000e+02]
 [-3.28801466e+03  5.54468298e+01 -2.62000000e+02]
 [-1.88193882e+00  0.00000000e+00 -2.00000000e+00]
 [-3.68053816e+02  9.25646726e+00 -6.50000000e+01]
 [-1.85054891e+04  5.38949101e+01 -2.30000000e+01]
 [-6.17810944e+02  3.53737080e+01 -1.40000000e+01]
 [-1.63361736e+02  2.30126847e+01 -7.20000000e+01]
 [-1.35133630e+04  5.09876656e+01 -9.50000000e+01]
 [-3.97985303e+03  5.68374503e+01 -2.20000000e+02]
 [-2.57341701e+01  5.56049342e+00 -1.20000000e+01]
 [-5.36547779e+02  3.12678934e+01 -1.66000000e+02]
 [-2.60478663e+03  4.42037187e+01 -2.42000000e+02]
 [-8.58826111e+03  5.70124348e+01 -1.37000000e+02]
 [-5.44611345e+03  5.20166875e+01 -1.98000000e+02]
 [-1.63269535e+04  4.71070948e+01 -7.30000000e+01]
 [-5.87325518e+03  6.70285969e+01 -4.08000000e+02]
 [-5.99930823e+03  4.45368739e+01 -1.20000000e+01]
 [-2.48853423e+03  4.67312903e+01 -3.40000000e+02]
 [-6.43168612e+02  3.75245715e+01 -2.00000000e+00]
 [-6.43168612e+02  3.75245715e+01 -2.00000000e+00]
 [-1.43348919e+03  7.35340656e+01 -4.36000000e+02]
 [-3.19481521e+01  7.48027648e+01 -5.94000000e+02]
 [-1.02039908e+03  6.49681757e+01 -5.09000000e+02]
 [-1.39406642e+03  4.58442275e+01 -4.74000000e+02]
 [-1.28065072e+03  4.83642230e+01 -4.85000000e+02]
 [-1.14499507e+03  4.36318093e+01 -3.30000000e+02]
 [-0.00000000e+00  0.00000000e+00 -2.00000000e+00]
 [-5.83474941e+00  1.03872177e+01 -1.60000000e+01]
 [-5.83474941e+00  1.03872177e+01 -1.60000000e+01]
 [-1.74540375e+02  3.04310772e+01 -2.00000000e+00]
 [-8.53977964e+00  1.65677354e+01 -2.20000000e+01]
 [-6.55692218e+01  1.93859097e+01 -4.00000000e+01]
 [-7.53785899e+01  1.03879706e+01 -8.00000000e+00]
 [-1.66553413e+04  6.25171789e+01 -4.00000000e+00]
 [-5.48440989e+02  3.53746447e+01 -2.00000000e+00]
 [ 1.08539358e+01  2.45362318e+01 -6.40000000e+01]
 [-2.44792234e+01  1.03876038e+01 -2.00000000e+00]
 [-2.30728396e+01  8.97182166e+00 -1.20000000e+01]
 [ 3.54774460e+00  7.38857866e+00 -4.00000000e+00]
 [-7.02955306e+00  5.60563475e+00 -2.00000000e+00]
 [-4.23776683e+02  3.53745546e+01 -2.00000000e+00]
 [-1.83017512e+02  3.62547209e+01 -3.00000000e+01]
 [-1.48668322e+01  3.33666706e+01 -6.40000000e+01]
 [-9.29276238e+01  3.44645814e+01 -1.34000000e+02]
 [-1.41963324e+02  3.32602746e+01 -4.00000000e+00]
 [-6.49720760e+03  6.93251308e+01 -1.15000000e+02]
 [-4.59945898e+03  5.23434534e+01 -1.60000000e+02]
 [-1.61727262e+04  5.58389497e+01 -4.50000000e+01]
 [-8.32586575e+03  6.22538157e+01 -5.10000000e+01]
 [-1.11875263e+04  6.29648689e+01 -6.60000000e+01]
 [-6.93470557e+03  5.37639101e+01 -3.40000000e+01]
 [-1.74132149e+03  4.45701378e+01 -4.00000000e+00]
 [-9.02984495e+02  6.00710903e+01 -4.58000000e+02]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-1.19705688e+04  7.16486832e+01 -3.50000000e+01]
 [ 1.08583378e+01  3.50963623e+01 -9.80000000e+01]
 [-1.53153847e+04  6.99220325e+01 -4.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-2.99608489e+02  4.43086516e+01 -3.23000000e+02]
 [-3.05301730e+02  5.63794472e+01 -3.85000000e+02]
 [-9.14470402e+02  6.00712106e+01 -4.51000000e+02]
 [-9.44886722e+03  6.22154483e+01 -3.50000000e+01]
 [-2.28054847e+01  2.50977050e+01 -2.60000000e+01]
 [-5.37816293e+03  6.99217863e+01 -7.40000000e+01]
 [-7.02128661e+03  6.74503049e+01 -5.40000000e+01]
 [-1.47943715e+04  6.20870668e+01 -1.40000000e+01]
 [-7.32897447e+03  6.22935501e+01 -3.90000000e+01]
 [-1.20576052e+04  6.84482370e+01 -2.40000000e+01]
 [-2.87350953e+03  6.99215306e+01 -7.50000000e+01]
 [-3.41497128e+03  5.98365798e+01 -4.40000000e+01]
 [-1.18198040e+04  5.80827470e+01 -4.00000000e+00]
 [ 2.31845990e+00  2.31845990e+00 -2.00000000e+00]
 [-1.76049001e+01  1.54590146e+01 -8.00000000e+00]
 [-4.63803113e+01  1.17099980e+01 -6.00000000e+00]
 [-5.63135866e+01  1.48364383e+01 -2.00000000e+00]
 [-4.63803113e+01  1.17099980e+01 -6.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]
 [-0.00000000e+00  0.00000000e+00 -0.00000000e+00]]","[[-0.18249187 -0.82724352  0.242476   ... -0.14192099  0.11084815
   0.37452785]
 [-0.721554   -0.96723442  0.32982871 ... -0.47431838 -0.73125683
  -0.02093617]
 [ 0.50490475 -0.67894658  0.23107832 ...  0.39864979  0.85214535
   0.08513428]
 ...
 [ 0.17332536 -0.22693395 -0.96008111 ... -0.55451975 -0.81504809
   0.97336825]
 [-0.73750412 -0.16352348 -0.78516871 ...  0.62072014 -0.46310852
   0.6513585 ]
 [ 0.84607143 -0.49434291  0.08645162 ... -0.48155809  0.58619586
  -0.50913265]]",-18505.48910975981
