timestamp,open
2022-01-04,85.91500091552734
2022-01-05,81.19000244140625
2022-01-06,73.51499938964844
2022-01-07,74.44999694824219
2022-01-10,69.17500305175781
2022-01-11,71.71499633789062
2022-01-12,76.98500061035156
2022-01-13,77.12999725341797
2022-01-14,69.08999633789062
2022-01-18,68.48999786376953
2022-01-19,67.36000061035156
2022-01-20,66.0199966430664
2022-01-21,60.619998931884766
2022-01-24,53.849998474121094
2022-01-25,54.150001525878906
2022-01-26,56.9900016784668
2022-01-27,55.400001525878906
2022-01-28,52.400001525878906
2022-01-31,57.04999923706055
2022-02-01,62.41999816894531
2022-02-02,65.22000122070312
2022-02-03,59.31999969482422
2022-02-04,56.869998931884766
2022-02-07,59.06999969482422
2022-02-08,56.79999923706055
2022-02-09,61.560001373291016
2022-02-10,59.310001373291016
2022-02-11,58.779998779296875
2022-02-14,52.900001525878906
2022-02-15,55.83000183105469
2022-02-16,56.27000045776367
2022-02-17,55.63999938964844
2022-02-18,52.59000015258789
2022-02-22,49.040000915527344
2022-02-23,50.2400016784668
2022-02-24,40.7599983215332
2022-02-25,50.0
2022-02-28,50.459999084472656
2022-03-01,51.91999816894531
2022-03-02,50.66999816894531
2022-03-03,53.75
2022-03-04,49.16999816894531
2022-03-07,48.04999923706055
2022-03-08,42.38999938964844
2022-03-09,45.400001525878906
2022-03-10,44.900001525878906
2022-03-11,46.34000015258789
2022-03-14,41.810001373291016
2022-03-15,40.869998931884766
2022-03-16,45.15999984741211
2022-03-17,47.59000015258789
2022-03-18,49.459999084472656
2022-03-21,52.86000061035156
2022-03-22,53.06999969482422
2022-03-23,54.560001373291016
2022-03-24,54.43000030517578
2022-03-25,57.040000915527344
2022-03-28,56.91999816894531
2022-03-29,61.52000045776367
2022-03-30,61.68000030517578
2022-03-31,60.63999938964844
2022-04-01,58.43000030517578
2022-04-04,58.380001068115234
2022-04-05,60.81999969482422
2022-04-06,54.81999969482422
2022-04-07,53.22999954223633
2022-04-08,53.220001220703125
2022-04-11,49.83000183105469
2022-04-12,50.15999984741211
2022-04-13,47.65999984741211
2022-04-14,50.41999816894531
2022-04-18,46.470001220703125
2022-04-19,46.72999954223633
2022-04-20,50.56999969482422
2022-04-21,49.63999938964844
2022-04-22,45.04999923706055
2022-04-25,40.810001373291016
2022-04-26,42.220001220703125
2022-04-27,38.16999816894531
2022-04-28,39.83000183105469
