0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54
0.0038799997,0.6069997,0.6069997,0.6069997,0.6069997,0.6069997,0.6069997,0.57076687,0.57076687,0.57076687,0.57076687,0.57076687,0.57076687,0.0027153797,0.0027153797,0.0027153797,0.0027153797,0.0027153797,0.0027153797,0.54060984,0.54060984,0.54060984,0.54060984,0.54060984,0.54060984,0.45566636,0.45566636,0.45566636,0.45566636,0.45566636,0.45566636,0.0007030665,0.0007030665,0.0007030665,0.0007030665,0.0007030665,0.0007030665,0.6799642,0.6799642,0.6799642,0.6799642,0.6799642,0.6799642,0.5501466,0.5501466,0.5501466,0.5501466,0.5501466,0.5501466,0.0012003891,0.0012003891,0.0012003891,0.0012003891,0.0012003891,0.0012003891
0.0035429893,0.6069997,0.6069997,0.6069997,0.6069997,0.6069997,0.6069997,0.57076687,0.57076687,0.57076687,0.57076687,0.57076687,0.57076687,0.0027153797,0.0027153797,0.0027153797,0.0027153797,0.0027153797,0.0027153797,0.54060984,0.54060984,0.54060984,0.54060984,0.54060984,0.54060984,0.45566636,0.45566636,0.45566636,0.45566636,0.45566636,0.45566636,0.0007030665,0.0007030665,0.0007030665,0.0007030665,0.0007030665,0.0007030665,0.6799642,0.6799642,0.6799642,0.6799642,0.6799642,0.6799642,0.5501466,0.5501466,0.5501466,0.5501466,0.5501466,0.5501466,0.0012003891,0.0012003891,0.0012003891,0.0012003891,0.0012003891,0.0012003891
0.003324612,0.6069997,0.6069997,0.6069997,0.6069997,0.6069997,0.6069997,0.57076687,0.57076687,0.57076687,0.57076687,0.57076687,0.57076687,0.0027153797,0.0027153797,0.0027153797,0.0027153797,0.0027153797,0.0027153797,0.54060984,0.54060984,0.54060984,0.54060984,0.54060984,0.54060984,0.45566636,0.45566636,0.45566636,0.45566636,0.45566636,0.45566636,0.0007030665,0.0007030665,0.0007030665,0.0007030665,0.0007030665,0.0007030665,0.6799642,0.6799642,0.6799642,0.6799642,0.6799642,0.6799642,0.5501466,0.5501466,0.5501466,0.5501466,0.5501466,0.5501466,0.0012003891,0.0012003891,0.0012003891,0.0012003891,0.0012003891,0.0012003891
0.0031074241,0.6069997,0.6069997,0.6069997,0.6069997,0.6069997,0.6069997,0.57076687,0.57076687,0.57076687,0.57076687,0.57076687,0.57076687,0.0027153797,0.0027153797,0.0027153797,0.0027153797,0.0027153797,0.0027153797,0.54060984,0.54060984,0.54060984,0.54060984,0.54060984,0.54060984,0.45566636,0.45566636,0.45566636,0.45566636,0.45566636,0.45566636,0.0007030665,0.0007030665,0.0007030665,0.0007030665,0.0007030665,0.0007030665,0.6799642,0.6799642,0.6799642,0.6799642,0.6799642,0.6799642,0.5501466,0.5501466,0.5501466,0.5501466,0.5501466,0.5501466,0.0012003891,0.0012003891,0.0012003891,0.0012003891,0.0012003891,0.0012003891
0.0034910543,0.6069997,0.6069997,0.6069997,0.6069997,0.6069997,0.6069997,0.57076687,0.57076687,0.57076687,0.57076687,0.57076687,0.57076687,0.0027153797,0.0027153797,0.0027153797,0.0027153797,0.0027153797,0.0027153797,0.54060984,0.54060984,0.54060984,0.54060984,0.54060984,0.54060984,0.45566636,0.45566636,0.45566636,0.45566636,0.45566636,0.45566636,0.0007030665,0.0007030665,0.0007030665,0.0007030665,0.0007030665,0.0007030665,0.6799642,0.6799642,0.6799642,0.6799642,0.6799642,0.6799642,0.5501466,0.5501466,0.5501466,0.5501466,0.5501466,0.5501466,0.0012003891,0.0012003891,0.0012003891,0.0012003891,0.0012003891,0.0012003891
0.0035246995,0.6069997,0.6069997,0.6069997,0.6069997,0.6069997,0.6069997,0.57076687,0.57076687,0.57076687,0.57076687,0.57076687,0.57076687,0.0027153797,0.0027153797,0.0027153797,0.0027153797,0.0027153797,0.0027153797,0.54060984,0.54060984,0.54060984,0.54060984,0.54060984,0.54060984,0.45566636,0.45566636,0.45566636,0.45566636,0.45566636,0.45566636,0.0007030665,0.0007030665,0.0007030665,0.0007030665,0.0007030665,0.0007030665,0.6799642,0.6799642,0.6799642,0.6799642,0.6799642,0.6799642,0.5501466,0.5501466,0.5501466,0.5501466,0.5501466,0.5501466,0.0012003891,0.0012003891,0.0012003891,0.0012003891,0.0012003891,0.0012003891
0.003675198,0.6069997,0.6069997,0.6069997,0.6069997,0.6069997,0.6069997,0.57076687,0.57076687,0.57076687,0.57076687,0.57076687,0.57076687,0.0027153797,0.0027153797,0.0027153797,0.0027153797,0.0027153797,0.0027153797,0.54060984,0.54060984,0.54060984,0.54060984,0.54060984,0.54060984,0.45566636,0.45566636,0.45566636,0.45566636,0.45566636,0.45566636,0.0007030665,0.0007030665,0.0007030665,0.0007030665,0.0007030665,0.0007030665,0.6799642,0.6799642,0.6799642,0.6799642,0.6799642,0.6799642,0.5501466,0.5501466,0.5501466,0.5501466,0.5501466,0.5501466,0.0012003891,0.0012003891,0.0012003891,0.0012003891,0.0012003891,0.0012003891
0.0038652462,0.6069997,0.6069997,0.6069997,0.6069997,0.6069997,0.6069997,0.57076687,0.57076687,0.57076687,0.57076687,0.57076687,0.57076687,0.0027153797,0.0027153797,0.0027153797,0.0027153797,0.0027153797,0.0027153797,0.54060984,0.54060984,0.54060984,0.54060984,0.54060984,0.54060984,0.45566636,0.45566636,0.45566636,0.45566636,0.45566636,0.45566636,0.0007030665,0.0007030665,0.0007030665,0.0007030665,0.0007030665,0.0007030665,0.6799642,0.6799642,0.6799642,0.6799642,0.6799642,0.6799642,0.5501466,0.5501466,0.5501466,0.5501466,0.5501466,0.5501466,0.0012003891,0.0012003891,0.0012003891,0.0012003891,0.0012003891,0.0012003891
0.0031074241,0.6069997,0.6069997,0.6069997,0.6069997,0.6069997,0.6069997,0.57076687,0.57076687,0.57076687,0.57076687,0.57076687,0.57076687,0.0027153797,0.0027153797,0.0027153797,0.0027153797,0.0027153797,0.0027153797,0.54060984,0.54060984,0.54060984,0.54060984,0.54060984,0.54060984,0.45566636,0.45566636,0.45566636,0.45566636,0.45566636,0.45566636,0.0007030665,0.0007030665,0.0007030665,0.0007030665,0.0007030665,0.0007030665,0.6799642,0.6799642,0.6799642,0.6799642,0.6799642,0.6799642,0.5501466,0.5501466,0.5501466,0.5501466,0.5501466,0.5501466,0.0012003891,0.0012003891,0.0012003891,0.0012003891,0.0012003891,0.0012003891
0.0032449379,0.6069997,0.6069997,0.6069997,0.6069997,0.6069997,0.6069997,0.57076687,0.57076687,0.57076687,0.57076687,0.57076687,0.57076687,0.0031982122,0.0027153797,0.0027153797,0.0027153797,0.0027153797,0.0027153797,0.54060984,0.54060984,0.54060984,0.54060984,0.54060984,0.54060984,0.45566636,0.45566636,0.45566636,0.45566636,0.45566636,0.45566636,0.0007030665,0.0007030665,0.0007030665,0.0007030665,0.0007030665,0.0007030665,0.6799642,0.6799642,0.6799642,0.6799642,0.6799642,0.6799642,0.5501466,0.5501466,0.5501466,0.5501466,0.5501466,0.5501466,0.0012003891,0.0012003891,0.0012003891,0.0012003891,0.0012003891,0.0012003891
0.0037684499,0.6391093,0.6069997,0.6069997,0.6069997,0.6069997,0.6069997,0.57076687,0.57076687,0.57076687,0.57076687,0.57076687,0.57076687,0.0039637475,0.0027153797,0.0027153797,0.0027153797,0.0027153797,0.0027153797,0.54060984,0.54060984,0.54060984,0.54060984,0.54060984,0.54060984,0.45566636,0.45566636,0.45566636,0.45566636,0.45566636,0.45566636,0.0007030665,0.0007030665,0.0007030665,0.0007030665,0.0007030665,0.0007030665,0.6799642,0.6799642,0.6799642,0.6799642,0.6799642,0.6799642,0.5501466,0.5501466,0.5501466,0.5501466,0.5501466,0.5501466,0.0012003891,0.0012003891,0.0012003891,0.0012003891,0.0012003891,0.0012003891
0.003723597,0.65857494,0.6069997,0.6069997,0.6069997,0.6069997,0.6069997,0.54466164,0.57076687,0.57076687,0.57076687,0.57076687,0.57076687,0.0039807535,0.0031982122,0.0027153797,0.0027153797,0.0027153797,0.0027153797,0.54060984,0.54060984,0.54060984,0.54060984,0.54060984,0.54060984,0.45566636,0.45566636,0.45566636,0.45566636,0.45566636,0.45566636,0.0007030665,0.0007030665,0.0007030665,0.0007030665,0.0007030665,0.0007030665,0.6799642,0.6799642,0.6799642,0.6799642,0.6799642,0.6799642,0.5501466,0.5501466,0.5501466,0.5501466,0.5501466,0.5501466,0.0012003891,0.0012003891,0.0012003891,0.0012003891,0.0012003891,0.0012003891
0.0037619555,0.6739641,0.6391093,0.6069997,0.6069997,0.6069997,0.6069997,0.5362451,0.57076687,0.57076687,0.57076687,0.57076687,0.57076687,0.0035078714,0.0039637475,0.0027153797,0.0027153797,0.0027153797,0.0027153797,0.54060984,0.54060984,0.54060984,0.54060984,0.54060984,0.54060984,0.45566636,0.45566636,0.45566636,0.45566636,0.45566636,0.45566636,0.0007030665,0.0007030665,0.0007030665,0.0007030665,0.0007030665,0.0007030665,0.6799642,0.6799642,0.6799642,0.6799642,0.6799642,0.6799642,0.5501466,0.5501466,0.5501466,0.5501466,0.5501466,0.5501466,0.0012003891,0.0012003891,0.0012003891,0.0012003891,0.0012003891,0.0012003891
0.0039413744,0.68694466,0.65857494,0.6069997,0.6069997,0.6069997,0.6069997,0.5312725,0.54466164,0.57076687,0.57076687,0.57076687,0.57076687,0.0030138236,0.0039807535,0.0031982122,0.0027153797,0.0027153797,0.0027153797,0.54060984,0.54060984,0.54060984,0.54060984,0.54060984,0.54060984,0.45566636,0.45566636,0.45566636,0.45566636,0.45566636,0.45566636,0.0007030665,0.0007030665,0.0007030665,0.0007030665,0.0007030665,0.0007030665,0.6799642,0.6799642,0.6799642,0.6799642,0.6799642,0.6799642,0.5501466,0.5501466,0.5501466,0.5501466,0.5501466,0.5501466,0.0012003891,0.0012003891,0.0012003891,0.0012003891,0.0012003891,0.0012003891
0.0040883385,0.6958289,0.6739641,0.6391093,0.6069997,0.6069997,0.6069997,0.5228149,0.5362451,0.57076687,0.57076687,0.57076687,0.57076687,0.0026368292,0.0035078714,0.0039637475,0.0027153797,0.0027153797,0.0027153797,0.54060984,0.54060984,0.54060984,0.54060984,0.54060984,0.54060984,0.45566636,0.45566636,0.45566636,0.45566636,0.45566636,0.45566636,0.0007030665,0.0007030665,0.0007030665,0.0007030665,0.0007030665,0.0007030665,0.6799642,0.6799642,0.6799642,0.6799642,0.6799642,0.6799642,0.5501466,0.5501466,0.5501466,0.5501466,0.5501466,0.5501466,0.0012003891,0.0012003891,0.0012003891,0.0012003891,0.0012003891,0.0012003891
0.004307304,0.71431637,0.68694466,0.65857494,0.6069997,0.6069997,0.6069997,0.542642,0.5312725,0.54466164,0.57076687,0.57076687,0.57076687,0.00235433,0.0030138236,0.0039807535,0.0031982122,0.0027153797,0.0027153797,0.54060984,0.54060984,0.54060984,0.54060984,0.54060984,0.54060984,0.45566636,0.45566636,0.45566636,0.45566636,0.45566636,0.45566636,0.0007030665,0.0007030665,0.0007030665,0.0007030665,0.0007030665,0.0007030665,0.6799642,0.6799642,0.6799642,0.6799642,0.6799642,0.6799642,0.5501466,0.5501466,0.5501466,0.5501466,0.5501466,0.5501466,0.0012003891,0.0012003891,0.0012003891,0.0012003891,0.0012003891,0.0012003891
0.0042435615,0.7189432,0.6958289,0.6739641,0.6391093,0.6069997,0.6069997,0.51402503,0.5228149,0.5362451,0.57076687,0.57076687,0.57076687,0.001797853,0.0026368292,0.0035078714,0.0039637475,0.0027153797,0.0027153797,0.54060984,0.54060984,0.54060984,0.54060984,0.54060984,0.54060984,0.45566636,0.45566636,0.45566636,0.45566636,0.45566636,0.45566636,0.0007030665,0.0007030665,0.0007030665,0.0007030665,0.0007030665,0.0007030665,0.6799642,0.6799642,0.6799642,0.6799642,0.6799642,0.6799642,0.5501466,0.5501466,0.5501466,0.5501466,0.5501466,0.5501466,0.0012003891,0.0012003891,0.0012003891,0.0012003891,0.0012003891,0.0012003891
0.0042943177,0.7096311,0.71431637,0.68694466,0.65857494,0.6069997,0.6069997,0.48524615,0.542642,0.5312725,0.54466164,0.57076687,0.57076687,0.0012227241,0.00235433,0.0030138236,0.0039807535,0.0031982122,0.0027153797,0.54060984,0.54060984,0.54060984,0.54060984,0.54060984,0.54060984,0.45566636,0.45566636,0.45566636,0.45566636,0.45566636,0.45566636,0.0007030665,0.0007030665,0.0007030665,0.0007030665,0.0007030665,0.0007030665,0.6799642,0.6799642,0.6799642,0.6799642,0.6799642,0.6799642,0.5501466,0.5501466,0.5501466,0.5501466,0.5501466,0.5501466,0.0012003891,0.0012003891,0.0012003891,0.0012003891,0.0012003891,0.0012003891
0.004509159,0.70358956,0.7189432,0.6958289,0.6739641,0.6391093,0.6069997,0.49199876,0.51402503,0.5228149,0.5362451,0.57076687,0.57076687,0.00090549956,0.001797853,0.0026368292,0.0035078714,0.0039637475,0.0027153797,0.54060984,0.54060984,0.54060984,0.54060984,0.54060984,0.54060984,0.45566636,0.45566636,0.45566636,0.45566636,0.45566636,0.45566636,0.0007030665,0.0007030665,0.0007030665,0.0007030665,0.0007030665,0.0007030665,0.6799642,0.6799642,0.6799642,0.6799642,0.6799642,0.6799642,0.5501466,0.5501466,0.5501466,0.5501466,0.5501466,0.5501466,0.0012003891,0.0012003891,0.0012003891,0.0012003891,0.0012003891,0.0012003891
0.004576437,0.6964862,0.7096311,0.71431637,0.68694466,0.65857494,0.6069997,0.48980644,0.48524615,0.542642,0.5312725,0.54466164,0.57076687,0.0007710327,0.0012227241,0.00235433,0.0030138236,0.0039807535,0.0031982122,0.54060984,0.54060984,0.54060984,0.54060984,0.54060984,0.54060984,0.45566636,0.45566636,0.45566636,0.45566636,0.45566636,0.45566636,0.0007030665,0.0007030665,0.0007030665,0.0007030665,0.0007030665,0.0007030665,0.6799642,0.6799642,0.6799642,0.6799642,0.6799642,0.6799642,0.5501466,0.5501466,0.5501466,0.5501466,0.5501466,0.5501466,0.0012003891,0.0012003891,0.0012003891,0.0012003891,0.0012003891,0.0012003891
0.0045486977,0.68460774,0.70358956,0.7189432,0.6958289,0.6739641,0.6391093,0.47994766,0.49199876,0.51402503,0.5228149,0.5362451,0.57076687,0.0005704545,0.00090549956,0.001797853,0.0026368292,0.0035078714,0.0039637475,0.54060984,0.54060984,0.54060984,0.54060984,0.54060984,0.54060984,0.45566636,0.45566636,0.45566636,0.45566636,0.45566636,0.45566636,0.0007030665,0.0007030665,0.0007030665,0.0007030665,0.0007030665,0.0007030665,0.6799642,0.6799642,0.6799642,0.6799642,0.6799642,0.6799642,0.5501466,0.5501466,0.5501466,0.5501466,0.5501466,0.5501466,0.0012003891,0.0012003891,0.0012003891,0.0012003891,0.0012003891,0.0012003891
0.0047470033,0.682595,0.6964862,0.7096311,0.71431637,0.68694466,0.65857494,0.5003168,0.48980644,0.48524615,0.542642,0.5312725,0.54466164,0.00071428955,0.0007710327,0.0012227241,0.00235433,0.0030138236,0.0039807535,0.54060984,0.54060984,0.54060984,0.54060984,0.54060984,0.54060984,0.45566636,0.45566636,0.45566636,0.45566636,0.45566636,0.45566636,0.0007030665,0.0007030665,0.0007030665,0.0007030665,0.0007030665,0.0007030665,0.6799642,0.6799642,0.6799642,0.6799642,0.6799642,0.6799642,0.5501466,0.5501466,0.5501466,0.5501466,0.5501466,0.5501466,0.0012003891,0.0012003891,0.0012003891,0.0012003891,0.0012003891,0.0012003891
0.004737567,0.67370504,0.68460774,0.70358956,0.7189432,0.6958289,0.6739641,0.48611775,0.47994766,0.49199876,0.51402503,0.5228149,0.5362451,0.00070385623,0.0005704545,0.00090549956,0.001797853,0.0026368292,0.0035078714,0.54060984,0.54060984,0.54060984,0.54060984,0.54060984,0.54060984,0.45566636,0.45566636,0.45566636,0.45566636,0.45566636,0.45566636,0.0007030665,0.0007030665,0.0007030665,0.0007030665,0.0007030665,0.0007030665,0.6799642,0.6799642,0.6799642,0.6799642,0.6799642,0.6799642,0.5501466,0.5501466,0.5501466,0.5501466,0.5501466,0.5501466,0.0012003891,0.0012003891,0.0012003891,0.0012003891,0.0012003891,0.0012003891
0.0046755914,0.65877354,0.682595,0.6964862,0.7096311,0.71431637,0.68694466,0.47364417,0.5003168,0.48980644,0.48524615,0.542642,0.5312725,0.0006446687,0.00071428955,0.0007710327,0.0012227241,0.00235433,0.0030138236,0.54060984,0.54060984,0.54060984,0.54060984,0.54060984,0.54060984,0.45566636,0.45566636,0.45566636,0.45566636,0.45566636,0.45566636,0.0007030665,0.0007030665,0.0007030665,0.0007030665,0.0007030665,0.0007030665,0.6799642,0.6799642,0.6799642,0.6799642,0.6799642,0.6799642,0.5501466,0.5501466,0.5501466,0.5501466,0.5501466,0.5501466,0.0012003891,0.0012003891,0.0012003891,0.0012003891,0.0012003891,0.0012003891
0.0037194612,0.5828402,0.67370504,0.68460774,0.70358956,0.7189432,0.6958289,0.34769794,0.48611775,0.47994766,0.49199876,0.51402503,0.5228149,0.0011358899,0.00070385623,0.0005704545,0.00090549956,0.001797853,0.0026368292,0.54060984,0.54060984,0.54060984,0.54060984,0.54060984,0.54060984,0.45566636,0.45566636,0.45566636,0.45566636,0.45566636,0.45566636,0.0007030665,0.0007030665,0.0007030665,0.0007030665,0.0007030665,0.0007030665,0.6799642,0.6799642,0.6799642,0.6799642,0.6799642,0.6799642,0.5501466,0.5501466,0.5501466,0.5501466,0.5501466,0.5501466,0.0012003891,0.0012003891,0.0012003891,0.0012003891,0.0012003891,0.0012003891
0.003475123,0.5162819,0.65877354,0.682595,0.6964862,0.7096311,0.71431637,0.36705402,0.47364417,0.5003168,0.48980644,0.48524615,0.542642,0.0016794376,0.0006446687,0.00071428955,0.0007710327,0.0012227241,0.00235433,0.54060984,0.54060984,0.54060984,0.54060984,0.54060984,0.54060984,0.45566636,0.45566636,0.45566636,0.45566636,0.45566636,0.45566636,0.0007030665,0.0007030665,0.0007030665,0.0007030665,0.0007030665,0.0007030665,0.6799642,0.6799642,0.6799642,0.6799642,0.6799642,0.6799642,0.5501466,0.5501466,0.5501466,0.5501466,0.5501466,0.5501466,0.0012003891,0.0012003891,0.0012003891,0.0012003891,0.0012003891,0.0012003891
0.0036126347,0.4927689,0.5828402,0.67370504,0.68460774,0.70358956,0.7189432,0.45592657,0.34769794,0.48611775,0.47994766,0.49199876,0.51402503,0.0021328286,0.0011358899,0.00070385623,0.0005704545,0.00090549956,0.001797853,0.54060984,0.54060984,0.54060984,0.54060984,0.54060984,0.54060984,0.45566636,0.45566636,0.45566636,0.45566636,0.45566636,0.45566636,0.0008129034,0.0007030665,0.0007030665,0.0007030665,0.0007030665,0.0007030665,0.6799642,0.6799642,0.6799642,0.6799642,0.6799642,0.6799642,0.5501466,0.5501466,0.5501466,0.5501466,0.5501466,0.5501466,0.0012003891,0.0012003891,0.0012003891,0.0012003891,0.0012003891,0.0012003891
0.0040322673,0.5247069,0.5162819,0.65877354,0.682595,0.6964862,0.7096311,0.5704124,0.36705402,0.47364417,0.5003168,0.48980644,0.48524615,0.002810335,0.0016794376,0.0006446687,0.00071428955,0.0007710327,0.0012227241,0.5383447,0.54060984,0.54060984,0.54060984,0.54060984,0.54060984,0.45566636,0.45566636,0.45566636,0.45566636,0.45566636,0.45566636,0.001140621,0.0007030665,0.0007030665,0.0007030665,0.0007030665,0.0007030665,0.6799642,0.6799642,0.6799642,0.6799642,0.6799642,0.6799642,0.5501466,0.5501466,0.5501466,0.5501466,0.5501466,0.5501466,0.0012003891,0.0012003891,0.0012003891,0.0012003891,0.0012003891,0.0012003891
0.0041066385,0.57267123,0.4927689,0.5828402,0.67370504,0.68460774,0.70358956,0.603501,0.45592657,0.34769794,0.48611775,0.47994766,0.49199876,0.0031572713,0.0021328286,0.0011358899,0.00070385623,0.0005704545,0.00090549956,0.54532325,0.54060984,0.54060984,0.54060984,0.54060984,0.54060984,0.48717752,0.45566636,0.45566636,0.45566636,0.45566636,0.45566636,0.0014163711,0.0008129034,0.0007030665,0.0007030665,0.0007030665,0.0007030665,0.6799642,0.6799642,0.6799642,0.6799642,0.6799642,0.6799642,0.5501466,0.5501466,0.5501466,0.5501466,0.5501466,0.5501466,0.0012003891,0.0012003891,0.0012003891,0.0012003891,0.0012003891,0.0012003891
