timestamp,open,high,low,close,adjclose,volume,velocity_16w_0ts
2011-01-03,0.790677011013031,0.8208850026130676,0.790573000907898,0.8050000071525574,0.7826570272445679,66758400,
2011-01-04,0.8151040077209473,0.8153129816055298,0.7883849740028381,0.8037499785423279,0.7814417481422424,65760000,
2011-01-05,0.7957810163497925,0.8240630030632019,0.7947400212287903,0.8236979842185974,0.8008360266685486,61440000,
2011-01-06,0.8266149759292603,0.8330730199813843,0.8215100169181824,0.8311460018157959,0.8080773949623108,52262400,
2011-01-07,0.8353649973869324,0.8367710113525391,0.8051559925079346,0.8292189836502075,0.8062038421630859,76204800,
2011-01-10,0.8229169845581055,0.8427600264549255,0.8174480199813843,0.8385419845581055,0.8152681589126587,43027200,
2011-01-11,0.8487499952316284,0.8505730032920837,0.8338019847869873,0.8423960208892822,0.8190150856971741,54969600,
2011-01-12,0.8540629744529724,0.8600000143051147,0.8442190289497375,0.8594790101051331,0.835624098777771,67046400,
2011-01-13,0.8625519871711731,0.8674479722976685,0.853905975818634,0.8621879816055298,0.8382577300071716,65721600,
2011-01-14,0.8617709875106812,0.8811460137367249,0.856145977973938,0.8808850049972534,0.8564358949661255,30643200,
2011-01-18,0.8583850264549255,0.890625,0.8569269776344299,0.8879169821739197,0.8632726669311523,69062400,
2011-01-19,0.8924480080604553,0.8924480080604553,0.8492709994316101,0.8581770062446594,0.8343581557273865,74976000,
2011-01-20,0.8479170203208923,0.850051999092102,0.8197919726371765,0.8389059901237488,0.8156219124794006,94732800,
2011-01-21,0.8511459827423096,0.856249988079071,0.8191670179367065,0.8197399973869324,0.7969879508018494,52416000,
2011-01-24,0.8243229985237122,0.8543230295181274,0.8199480175971985,0.8535940051078796,0.8299024105072021,43219200,
2011-01-25,0.8420829772949219,0.8577079772949219,0.8359379768371582,0.8565629720687866,0.83278888463974,47923200,
2011-01-26,0.8620830178260803,0.8779169917106628,0.8541150093078613,0.8698440194129944,0.8457013964653015,49689600,
2011-01-27,0.8800519704818726,0.8940100073814392,0.8752599954605103,0.886614978313446,0.8620067834854126,55680000,
2011-01-28,0.8869270086288452,0.8885939717292786,0.8079689741134644,0.8197399973869324,0.7969879508018494,127276800,
2011-01-31,0.8229690194129944,0.8381249904632568,0.8046879768371582,0.8318750262260437,0.8087862730026245,79987200,-0.004561469601649826
2011-02-01,0.8510419726371765,0.8838539719581604,0.8478130102157593,0.87807297706604,0.8537019491195679,101721600,0.0006218683583285589
2011-02-02,0.8734380006790161,0.8831250071525574,0.8685939908027649,0.874114990234375,0.8498536944389343,46060800,0.003735461222385217
2011-02-03,0.8692709803581238,0.8822399973869324,0.8482810258865356,0.8774999976158142,0.8531449437141418,65779200,0.006226394822200221
2011-02-04,0.8797399997711182,0.8947920203208923,0.871770977973938,0.8933330178260803,0.8685383200645447,67968000,0.008406515361047195
2011-02-07,0.8989059925079346,0.9202600121498108,0.894478976726532,0.9063019752502441,0.8811473846435547,51897600,0.009973891990052275
2011-02-08,0.9066150188446045,0.9256250262260437,0.9020829796791077,0.9256250262260437,0.8999341130256653,66988800,0.01320819528956041
2011-02-09,0.9194790124893188,0.9276040196418762,0.9109899997711182,0.9200000166893005,0.8944652080535889,65203200,0.014020985871358582
2011-02-10,0.9046880006790161,0.9263539910316467,0.8984379768371582,0.9244790077209473,0.8988199234008789,71040000,0.012537054956154092
2011-02-11,0.9159380197525024,0.9440100193023682,0.9114580154418945,0.9434379935264587,0.917252779006958,47270400,0.011717447536248926
2011-02-14,0.9432290196418762,0.9537500143051147,0.940729022026062,0.9493749737739563,0.9230248928070068,29817600,0.010668269330574631
2011-02-15,0.9441149830818176,0.9490100145339966,0.9334380030632019,0.946927011013031,0.9206447005271912,46617600,0.008701016539646944
2011-02-16,0.9543750286102295,0.9720309972763062,0.9529690146446228,0.9644269943237305,0.9376590847969055,70560000,0.008481255582734604
2011-02-17,0.9502080082893372,0.96875,0.9484379887580872,0.9635940194129944,0.9368493556976318,43372800,0.006976362147362525
2011-02-18,0.9641669988632202,0.9680209755897522,0.9467189908027649,0.9581249952316284,0.9315320253372192,64089600,0.004342250262989733
2011-02-22,0.9198960065841675,0.9270830154418945,0.8697919845581055,0.8737499713897705,0.8494988679885864,120921600,-0.008914243201025407
2011-02-23,0.8734899759292603,0.8828650116920471,0.8326039910316467,0.852187991142273,0.8285354375839233,97132800,-0.020401195027664354
