,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
10,0.0016025456,0.0015097613,0.0016015507,0.0017489793,0.0012608343,0.00013116763,-5.4795537e-06,-0.00014988829,-0.00015255943,-3.9700617e-06,0.0007134859,0.00061756495,0.00505252,0.0051519936,0.005380721,0.005500463,0.005172369,0.003958245,0.0015473309,0.0012331676,0.0010516986,0.0009425609,0.0005504995,0.000105581224,0.0001349936,6.24742e-05,3.7582293e-05,0.00012119348,0.00030037353,0.0002074957,0.005136024,0.004906157,0.004718633,0.0045804903,0.004268305,0.0038115594,0.001112624,0.0009967362,0.0008996959,0.00081244373,0.00068694167,0.00057521847,4.859261e-05,3.2774526e-05,3.4644007e-05,4.517824e-05,8.1498314e-05,5.702389e-05,0.0045913435,0.004535203,0.0044880346,0.004437913,0.004385743,0.004348763
11,0.00080546713,0.0016080252,0.0016596497,0.0017541101,0.0017529493,0.00054734846,-0.0007970784,9.8263816e-05,5.8098925e-05,5.130841e-06,0.00049211504,0.00041618082,0.005144461,0.0051206024,0.005355351,0.0054701953,0.0055033425,0.0045511425,0.0012931105,0.0014123373,0.0011706933,0.0010141163,0.00082136743,0.00025012592,-0.00025422027,0.00017916967,0.00011899475,7.155542e-05,0.00027086795,0.00014454468,0.0052589793,0.0050403974,0.0048292717,0.0046473634,0.0044628205,0.004014287,0.0010340364,0.0010640314,0.0009639617,0.0008650519,0.00076726545,0.0006054434,-7.858768e-05,6.7295194e-05,6.426579e-05,5.2608186e-05,8.032377e-05,3.0224932e-05,0.0046373135,0.004567846,0.0045233234,0.004464291,0.0044159456,0.004351897
12,-0.00021310215,0.0016025456,0.0015097613,0.0016015507,0.0017489793,0.0012608343,-0.0010185693,-5.4795537e-06,-0.00014988829,-0.00015255943,-3.9700617e-06,0.0007134859,0.005112217,0.00505252,0.0051519936,0.005380721,0.005500463,0.005172369,0.000844233,0.0015473309,0.0012331676,0.0010516986,0.0009425609,0.0005504995,-0.00044887757,0.0001349936,6.24742e-05,3.7582293e-05,0.00012119348,0.00030037353,0.0052894214,0.005136024,0.004906157,0.004718633,0.0045804903,0.004268305,0.00088792597,0.001112624,0.0009967362,0.0008996959,0.00081244373,0.00068694167,-0.00014611038,4.859261e-05,3.2774526e-05,3.4644007e-05,4.517824e-05,8.1498314e-05,0.004666751,0.0045913435,0.004535203,0.0044880346,0.004437913,0.004385743
13,-0.0013597856,0.00080546713,0.0016080252,0.0016596497,0.0017541101,0.0017529493,-0.0011466834,-0.0007970784,9.8263816e-05,5.8098925e-05,5.130841e-06,0.00049211504,0.005127656,0.005144461,0.0051206024,0.005355351,0.0054701953,0.0055033425,0.00028030452,0.0012931105,0.0014123373,0.0011706933,0.0010141163,0.00082136743,-0.00056392845,-0.00025422027,0.00017916967,0.00011899475,7.155542e-05,0.00027086795,0.005332568,0.0052589793,0.0050403974,0.0048292717,0.0046473634,0.0044628205,0.0006863329,0.0010340364,0.0010640314,0.0009639617,0.0008650519,0.00076726545,-0.00020159308,-7.858768e-05,6.7295194e-05,6.426579e-05,5.2608186e-05,8.032377e-05,0.004708077,0.0046373135,0.004567846,0.0045233234,0.004464291,0.0044159456
14,-0.0013188949,-0.00021310215,0.0016025456,0.0015097613,0.0016015507,0.0017489793,4.089057e-05,-0.0010185693,-5.4795537e-06,-0.00014988829,-0.00015255943,-3.9700617e-06,0.0054946886,0.005112217,0.00505252,0.0051519936,0.005380721,0.005500463,0.00013444037,0.000844233,0.0015473309,0.0012331676,0.0010516986,0.0009425609,-0.00014586415,-0.00044887757,0.0001349936,6.24742e-05,3.7582293e-05,0.00012119348,0.0055083786,0.0052894214,0.005136024,0.004906157,0.004718633,0.0045804903,0.00061240344,0.00088792597,0.001112624,0.0009967362,0.0008996959,0.00081244373,-7.392946e-05,-0.00014611038,4.859261e-05,3.2774526e-05,3.4644007e-05,4.517824e-05,0.0048034983,0.004666751,0.0045913435,0.004535203,0.0044880346,0.004437913
15,-0.000999684,-0.0013597856,0.00080546713,0.0016080252,0.0016596497,0.0017541101,0.0003192109,-0.0011466834,-0.0007970784,9.8263816e-05,5.8098925e-05,5.130841e-06,0.0055297725,0.005127656,0.005144461,0.0051206024,0.005355351,0.0054701953,6.212583e-05,0.00028030452,0.0012931105,0.0014123373,0.0011706933,0.0010141163,-7.231454e-05,-0.00056392845,-0.00025422027,0.00017916967,0.00011899475,7.155542e-05,0.005544035,0.005332568,0.0052589793,0.0050403974,0.0048292717,0.0046473634,0.00054789917,0.0006863329,0.0010340364,0.0010640314,0.0009639617,0.0008650519,-6.450423e-05,-0.00020159308,-7.858768e-05,6.7295194e-05,6.426579e-05,5.2608186e-05,0.0048634517,0.004708077,0.0046373135,0.004567846,0.0045233234,0.004464291
16,-0.00033961795,-0.0013188949,-0.00021310215,0.0016025456,0.0015097613,0.0016015507,0.0006600661,4.089057e-05,-0.0010185693,-5.4795537e-06,-0.00014988829,-0.00015255943,0.005674832,0.0054946886,0.005112217,0.00505252,0.0051519936,0.005380721,0.0001551743,0.00013444037,0.000844233,0.0015473309,0.0012331676,0.0010516986,9.304848e-05,-0.00014586415,-0.00044887757,0.0001349936,6.24742e-05,3.7582293e-05,0.0055921073,0.0055083786,0.0052894214,0.005136024,0.004906157,0.004718633,0.0005315398,0.00061240344,0.00088792597,0.001112624,0.0009967362,0.0008996959,-1.6359401e-05,-7.392946e-05,-0.00014611038,4.859261e-05,3.2774526e-05,3.4644007e-05,0.004940908,0.0048034983,0.004666751,0.0045913435,0.004535203,0.0044880346
17,0.00048571077,-0.000999684,-0.0013597856,0.00080546713,0.0016080252,0.0016596497,0.0008253287,0.0003192109,-0.0011466834,-0.0007970784,9.8263816e-05,5.8098925e-05,0.00587233,0.0055297725,0.005127656,0.005144461,0.0051206024,0.005355351,0.00038222192,6.212583e-05,0.00028030452,0.0012931105,0.0014123373,0.0011706933,0.0002270476,-7.231454e-05,-0.00056392845,-0.00025422027,0.00017916967,0.00011899475,0.0057029114,0.005544035,0.005332568,0.0052589793,0.0050403974,0.0048292717,0.000567155,0.00054789917,0.0006863329,0.0010340364,0.0010640314,0.0009639617,3.5615256e-05,-6.450423e-05,-0.00020159308,-7.858768e-05,6.7295194e-05,6.426579e-05,0.0050388286,0.0048634517,0.004708077,0.0046373135,0.004567846,0.0045233234
18,-0.00044688635,-0.00033961795,-0.0013188949,-0.00021310215,0.0016025456,0.0015097613,-0.0009325971,0.0006600661,4.089057e-05,-0.0010185693,-5.4795537e-06,-0.00014988829,0.0066721505,0.005674832,0.0054946886,0.005112217,0.00505252,0.0051519936,-9.734752e-05,0.0001551743,0.00013444037,0.000844233,0.0015473309,0.0012331676,-0.00047956943,9.304848e-05,-0.00014586415,-0.00044887757,0.0001349936,6.24742e-05,0.006098365,0.0055921073,0.0055083786,0.0052894214,0.005136024,0.004906157,0.0003904741,0.0005315398,0.00061240344,0.00088792597,0.001112624,0.0009967362,-0.00017668094,-1.6359401e-05,-7.392946e-05,-0.00014611038,4.859261e-05,3.2774526e-05,0.005243395,0.004940908,0.0048034983,0.004666751,0.0045913435,0.004535203
19,-0.00073058315,0.00048571077,-0.000999684,-0.0013597856,0.00080546713,0.0016080252,-0.00028369683,0.0008253287,0.0003192109,-0.0011466834,-0.0007970784,9.8263816e-05,0.0071572578,0.00587233,0.0055297725,0.005127656,0.005144461,0.0051206024,-0.00041551827,0.00038222192,6.212583e-05,0.00028030452,0.0012931105,0.0014123373,-0.00031817076,0.0002270476,-7.231454e-05,-0.00056392845,-0.00025422027,0.00017916967,0.006384425,0.0057029114,0.005544035,0.005332568,0.0052589793,0.0050403974,0.00028649217,0.000567155,0.00054789917,0.0006863329,0.0010340364,0.0010640314,-0.00010398192,3.5615256e-05,-6.450423e-05,-0.00020159308,-7.858768e-05,6.7295194e-05,0.005425339,0.0050388286,0.0048634517,0.004708077,0.0046373135,0.004567846
20,9.9831166e-05,-0.00044688635,-0.00033961795,-0.0013188949,-0.00021310215,0.0016025456,0.00083041436,-0.0009325971,0.0006600661,4.089057e-05,-0.0010185693,-5.4795537e-06,0.007919754,0.0066721505,0.005674832,0.0054946886,0.005112217,0.00505252,-0.00023099405,-9.734752e-05,0.0001551743,0.00013444037,0.000844233,0.0015473309,0.00018452422,-0.00047956943,9.304848e-05,-0.00014586415,-0.00044887757,0.0001349936,0.0068593873,0.006098365,0.0055921073,0.0055083786,0.0052894214,0.005136024,0.0003420466,0.0003904741,0.0005315398,0.00061240344,0.00088792597,0.001112624,5.555443e-05,-0.00017668094,-1.6359401e-05,-7.392946e-05,-0.00014611038,4.859261e-05,0.0056790835,0.005243395,0.004940908,0.0048034983,0.004666751,0.0045913435
21,0.0005981393,-0.00073058315,0.00048571077,-0.000999684,-0.0013597856,0.00080546713,0.0004983081,-0.00028369683,0.0008253287,0.0003192109,-0.0011466834,-0.0007970784,0.007936695,0.0071572578,0.00587233,0.0055297725,0.005127656,0.005144461,-0.00012015265,-0.00041551827,0.00038222192,6.212583e-05,0.00028030452,0.0012931105,0.0001108414,-0.00031817076,0.0002270476,-7.231454e-05,-0.00056392845,-0.00025422027,0.007063958,0.006384425,0.0057029114,0.005544035,0.005332568,0.0052589793,0.00036589336,0.00028649217,0.000567155,0.00054789917,0.0006863329,0.0010340364,2.3846762e-05,-0.00010398192,3.5615256e-05,-6.450423e-05,-0.00020159308,-7.858768e-05,0.0058612577,0.005425339,0.0050388286,0.0048634517,0.004708077,0.0046373135
22,0.0009912145,9.9831166e-05,-0.00044688635,-0.00033961795,-0.0013188949,-0.00021310215,0.0003930752,0.00083041436,-0.0009325971,0.0006600661,4.089057e-05,-0.0010185693,0.007465693,0.007919754,0.0066721505,0.005674832,0.0054946886,0.005112217,1.7071821e-05,-0.00023099405,-9.734752e-05,0.0001551743,0.00013444037,0.000844233,0.00013722447,0.00018452422,-0.00047956943,9.304848e-05,-0.00014586415,-0.00044887757,0.0070715547,0.0068593873,0.006098365,0.0055921073,0.0055083786,0.0052894214,0.00037827482,0.0003420466,0.0003904741,0.0005315398,0.00061240344,0.00088792597,1.2381473e-05,5.555443e-05,-0.00017668094,-1.6359401e-05,-7.392946e-05,-0.00014611038,0.0059910375,0.0056790835,0.005243395,0.004940908,0.0048034983,0.004666751
23,0.0013269697,0.0005981393,-0.00073058315,0.00048571077,-0.000999684,-0.0013597856,0.00033575523,0.0004983081,-0.00028369683,0.0008253287,0.0003192109,-0.0011466834,0.0069736084,0.007936695,0.0071572578,0.00587233,0.0055297725,0.005127656,0.0003144815,-0.00012015265,-0.00041551827,0.00038222192,6.212583e-05,0.00028030452,0.00029740966,0.0001108414,-0.00031817076,0.0002270476,-7.231454e-05,-0.00056392845,0.0069789626,0.007063958,0.006384425,0.0057029114,0.005544035,0.005332568,0.00042987033,0.00036589336,0.00028649217,0.000567155,0.00054789917,0.0006863329,5.1595478e-05,2.3846762e-05,-0.00010398192,3.5615256e-05,-6.450423e-05,-0.00020159308,0.0060983156,0.0058612577,0.005425339,0.0050388286,0.0048634517,0.004708077
24,0.0015578435,0.0009912145,9.9831166e-05,-0.00044688635,-0.00033961795,-0.0013188949,0.00023087385,0.0003930752,0.00083041436,-0.0009325971,0.0006600661,4.089057e-05,0.006598112,0.007465693,0.007919754,0.0066721505,0.005674832,0.0054946886,0.0005884453,1.7071821e-05,-0.00023099405,-9.734752e-05,0.0001551743,0.00013444037,0.0002739638,0.00013722447,0.00018452422,-0.00047956943,9.304848e-05,-0.00014586415,0.0069381655,0.0070715547,0.0068593873,0.006098365,0.0055921073,0.0055083786,0.0005045349,0.00037827482,0.0003420466,0.0003904741,0.0005315398,0.00061240344,7.466459e-05,1.2381473e-05,5.555443e-05,-0.00017668094,-1.6359401e-05,-7.392946e-05,0.0062063467,0.0059910375,0.0056790835,0.005243395,0.004940908,0.0048034983
25,0.002036047,0.0013269697,0.0005981393,-0.00073058315,0.00048571077,-0.000999684,0.00047820347,0.00033575523,0.0004983081,-0.00028369683,0.0008253287,0.0003192109,0.006316735,0.0069736084,0.007936695,0.0071572578,0.00587233,0.0055297725,0.00089025544,0.0003144815,-0.00012015265,-0.00041551827,0.00038222192,6.212583e-05,0.00030181019,0.00029740966,0.0001108414,-0.00031817076,0.0002270476,-7.231454e-05,0.006867972,0.0069789626,0.007063958,0.006384425,0.0057029114,0.005544035,0.00062158756,0.00042987033,0.00036589336,0.00028649217,0.000567155,0.00054789917,0.00011705265,5.1595478e-05,2.3846762e-05,-0.00010398192,3.5615256e-05,-6.450423e-05,0.0062924777,0.0060983156,0.0058612577,0.005425339,0.0050388286,0.0048634517
26,0.0021286386,0.0015578435,0.0009912145,9.9831166e-05,-0.00044688635,-0.00033961795,9.259164e-05,0.00023087385,0.0003930752,0.00083041436,-0.0009325971,0.0006600661,0.0057624667,0.006598112,0.007465693,0.007919754,0.0066721505,0.005674832,0.0010491421,0.0005884453,1.7071821e-05,-0.00023099405,-9.734752e-05,0.0001551743,0.00015888664,0.0002739638,0.00013722447,0.00018452422,-0.00047956943,9.304848e-05,0.0066902996,0.0069381655,0.0070715547,0.0068593873,0.006098365,0.0055921073,0.0007004482,0.0005045349,0.00037827482,0.0003420466,0.0003904741,0.0005315398,7.8860634e-05,7.466459e-05,1.2381473e-05,5.555443e-05,-0.00017668094,-1.6359401e-05,0.0063116043,0.0062063467,0.0059910375,0.0056790835,0.005243395,0.004940908
27,0.0018756593,0.002036047,0.0013269697,0.0005981393,-0.00073058315,0.00048571077,-0.00025297937,0.00047820347,0.00033575523,0.0004983081,-0.00028369683,0.0008253287,0.0051896186,0.006316735,0.0069736084,0.007936695,0.0071572578,0.00587233,0.0011696168,0.00089025544,0.0003144815,-0.00012015265,-0.00041551827,0.00038222192,0.0001204747,0.00030181019,0.00029740966,0.0001108414,-0.00031817076,0.0002270476,0.006447618,0.006867972,0.0069789626,0.007063958,0.006384425,0.0057029114,0.00074935675,0.00062158756,0.00042987033,0.00036589336,0.00028649217,0.000567155,4.8908558e-05,0.00011705265,5.1595478e-05,2.3846762e-05,-0.00010398192,3.5615256e-05,0.006294442,0.0062924777,0.0060983156,0.0058612577,0.005425339,0.0050388286
28,0.0017300554,0.0021286386,0.0015578435,0.0009912145,9.9831166e-05,-0.00044688635,-0.00014560382,9.259164e-05,0.00023087385,0.0003930752,0.00083041436,-0.0009325971,0.004873653,0.0057624667,0.006598112,0.007465693,0.007919754,0.0066721505,0.0013517851,0.0010491421,0.0005884453,1.7071821e-05,-0.00023099405,-9.734752e-05,0.00018216835,0.00015888664,0.0002739638,0.00013722447,0.00018452422,-0.00047956943,0.0062579,0.0066902996,0.0069381655,0.0070715547,0.0068593873,0.006098365,0.0008166354,0.0007004482,0.0005045349,0.00037827482,0.0003420466,0.0003904741,6.727862e-05,7.8860634e-05,7.466459e-05,1.2381473e-05,5.555443e-05,-0.00017668094,0.0062813493,0.0063116043,0.0062063467,0.0059910375,0.0056790835,0.005243395
29,0.001556313,0.0018756593,0.002036047,0.0013269697,0.0005981393,-0.00073058315,-0.0001737425,-0.00025297937,0.00047820347,0.00033575523,0.0004983081,-0.00028369683,0.004739718,0.0051896186,0.006316735,0.0069736084,0.007936695,0.0071572578,0.0014520296,0.0011696168,0.00089025544,0.0003144815,-0.00012015265,-0.00041551827,0.00010024444,0.0001204747,0.00030181019,0.00029740966,0.0001108414,-0.00031817076,0.006037436,0.006447618,0.006867972,0.0069789626,0.007063958,0.006384425,0.00087109214,0.00074935675,0.00062158756,0.00042987033,0.00036589336,0.00028649217,5.4456756e-05,4.8908558e-05,0.00011705265,5.1595478e-05,2.3846762e-05,-0.00010398192,0.00625811,0.006294442,0.0062924777,0.0060983156,0.0058612577,0.005425339
30,0.001256326,0.0017300554,0.0021286386,0.0015578435,0.0009912145,9.9831166e-05,-0.000299987,-0.00014560382,9.259164e-05,0.00023087385,0.0003930752,0.00083041436,0.0045399377,0.004873653,0.0057624667,0.006598112,0.007465693,0.007919754,0.0014046296,0.0013517851,0.0010491421,0.0005884453,1.7071821e-05,-0.00023099405,-4.7400004e-05,0.00018216835,0.00015888664,0.0002739638,0.00013722447,0.00018452422,0.0057314956,0.0062579,0.0066902996,0.0069381655,0.0070715547,0.0068593873,0.0008848814,0.0008166354,0.0007004482,0.0005045349,0.00037827482,0.0003420466,1.3789295e-05,6.727862e-05,7.8860634e-05,7.466459e-05,1.2381473e-05,5.555443e-05,0.006193727,0.0062813493,0.0063116043,0.0062063467,0.0059910375,0.0056790835
31,0.0012135775,0.001556313,0.0018756593,0.002036047,0.0013269697,0.0005981393,-4.274852e-05,-0.0001737425,-0.00025297937,0.00047820347,0.00033575523,0.0004983081,0.004683206,0.004739718,0.0051896186,0.006316735,0.0069736084,0.007936695,0.0014602554,0.0014520296,0.0011696168,0.00089025544,0.0003144815,-0.00012015265,5.5625813e-05,0.00010024444,0.0001204747,0.00030181019,0.00029740966,0.0001108414,0.0055912267,0.006037436,0.006447618,0.006867972,0.0069789626,0.007063958,0.000921612,0.00087109214,0.00074935675,0.00062158756,0.00042987033,0.00036589336,3.6730584e-05,5.4456756e-05,4.8908558e-05,0.00011705265,5.1595478e-05,2.3846762e-05,0.0061610425,0.00625811,0.006294442,0.0062924777,0.0060983156,0.0058612577
32,0.0009902254,0.001256326,0.0017300554,0.0021286386,0.0015578435,0.0009912145,-0.00022335208,-0.000299987,-0.00014560382,9.259164e-05,0.00023087385,0.0003930752,0.0046728123,0.0045399377,0.004873653,0.0057624667,0.006598112,0.007465693,0.0014195075,0.0014046296,0.0013517851,0.0010491421,0.0005884453,1.7071821e-05,-4.074784e-05,-4.7400004e-05,0.00018216835,0.00015888664,0.0002739638,0.00013722447,0.0053986087,0.0057314956,0.0062579,0.0066902996,0.0069381655,0.0070715547,0.0009239958,0.0008848814,0.0008166354,0.0007004482,0.0005045349,0.00037827482,2.3837729e-06,1.3789295e-05,6.727862e-05,7.8860634e-05,7.466459e-05,1.2381473e-05,0.006098785,0.006193727,0.0062813493,0.0063116043,0.0062063467,0.0059910375
33,0.00061273633,0.0012135775,0.001556313,0.0018756593,0.002036047,0.0013269697,-0.00037748905,-4.274852e-05,-0.0001737425,-0.00025297937,0.00047820347,0.00033575523,0.00461386,0.004683206,0.004739718,0.0051896186,0.006316735,0.0069736084,0.0012727971,0.0014602554,0.0014520296,0.0011696168,0.00089025544,0.0003144815,-0.00014671046,5.5625813e-05,0.00010024444,0.0001204747,0.00030181019,0.00029740966,0.005159239,0.0055912267,0.006037436,0.006447618,0.006867972,0.0069789626,0.0008902436,0.000921612,0.00087109214,0.00074935675,0.00062158756,0.00042987033,-3.3752138e-05,3.6730584e-05,5.4456756e-05,4.8908558e-05,0.00011705265,5.1595478e-05,0.0060203155,0.0061610425,0.00625811,0.006294442,0.0062924777,0.0060983156
34,-0.001260868,0.0009902254,0.001256326,0.0017300554,0.0021286386,0.0015578435,-0.0018736044,-0.00022335208,-0.000299987,-0.00014560382,9.259164e-05,0.00023087385,0.0051031304,0.0046728123,0.0045399377,0.004873653,0.0057624667,0.006598112,0.00042801243,0.0014195075,0.0014046296,0.0013517851,0.0010491421,0.0005884453,-0.00084478466,-4.074784e-05,-4.7400004e-05,0.00018216835,0.00015888664,0.0002739638,0.005148146,0.0053986087,0.0057314956,0.0062579,0.0066902996,0.0069381655,0.0006003684,0.0009239958,0.0008848814,0.0008166354,0.0007004482,0.0005045349,-0.00028987523,2.3837729e-06,1.3789295e-05,6.727862e-05,7.8860634e-05,7.466459e-05,0.006014894,0.006098785,0.006193727,0.0062813493,0.0063116043,0.0062063467
